title,author,summary,bookcover,book_url
The Ruins of Gorlan,John Flanagan,"They have always scared him in the past — the Rangers, with their dark cloaks and shadowy ways. The villagers believe the Rangers practice magic that makes them invisible to ordinary people. And now 15-year-old Will, always small for his age, has been chosen as a Ranger's apprentice. What he doesn't yet realize is that the Rangers are the protectors of the kingdom. Highly They have always scared him in the past — the Rangers, with their dark cloaks and shadowy ways. The villagers believe the Rangers practice magic that makes them invisible to ordinary people. And now 15-year-old Will, always small for his age, has been chosen as a Ranger's apprentice. What he doesn't yet realize is that the Rangers are the protectors of the kingdom. Highly trained in the skills of battle and surveillance, they fight the battles before the battles reach the people. And as Will is about to learn, there is a large battle brewing. The exiled Morgarath, Lord of the Mountains of Rain and Night, is gathering his forces for an attack on the kingdom. This time, he will not be denied....",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1293952830l/60400.jpg,https://www.goodreads.com//book/show/60400.The_Ruins_of_Gorlan
Light in August,William Faulkner,"Light in August, a novel that contrasts stark tragedy with hopeful perseverance in the face of mortality, which features some of Faulkner’s most memorable characters: guileless, dauntless Lena Grove, in search of the father of her unborn child; Reverend Gail Hightower, a lonely outcast haunted by visions of Confederate glory; and Joe Christmas, a desperate, enigmatic driftLight in August, a novel that contrasts stark tragedy with hopeful perseverance in the face of mortality, which features some of Faulkner’s most memorable characters: guileless, dauntless Lena Grove, in search of the father of her unborn child; Reverend Gail Hightower, a lonely outcast haunted by visions of Confederate glory; and Joe Christmas, a desperate, enigmatic drifter consumed by his mixed ancestry.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1355360091l/10979.jpg,https://www.goodreads.com//book/show/10979.Light_in_August
Childhood's End,Arthur C. Clarke,"The Overlords appeared suddenly over every city--intellectually, technologically, and militarily superior to humankind. Benevolent, they made few demands: unify earth, eliminate poverty, and end war. With little rebellion, humankind agreed, and a golden age began.But at what cost? With the advent of peace, man ceases to strive for creative greatness, and a malaise settles The Overlords appeared suddenly over every city--intellectually, technologically, and militarily superior to humankind. Benevolent, they made few demands: unify earth, eliminate poverty, and end war. With little rebellion, humankind agreed, and a golden age began.But at what cost? With the advent of peace, man ceases to strive for creative greatness, and a malaise settles over the human race. To those who resist, it becomes evident that the Overlords have an agenda of their own. As civilization approaches the crossroads, will the Overlords spell the end for humankind . . . or the beginning?",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320552628l/414999.jpg,https://www.goodreads.com//book/show/414999.Childhood_s_End
"These Is My Words: The Diary of Sarah Agnes Prine, 1881-1901, Arizona Territories",Nancy E. Turner,"A moving, exciting, and heartfelt American saga inspired by the author's own family memoirs, these words belong to Sarah Prine, a woman of spirit and fire who forges a full and remarkable existence in a harsh, unfamiliar frontier. Scrupulously recording her steps down the path Providence has set her upon--from child to determined young adult to loving mother--she shares thA moving, exciting, and heartfelt American saga inspired by the author's own family memoirs, these words belong to Sarah Prine, a woman of spirit and fire who forges a full and remarkable existence in a harsh, unfamiliar frontier. Scrupulously recording her steps down the path Providence has set her upon--from child to determined young adult to loving mother--she shares the turbulent events, both joyous and tragic, that molded her and recalls the enduring love with cavalry officer Captain Jack Elliot that gave her strength and purpose.Rich in authentic everyday details and alive with truly unforgettable characters, These Is My Words brilliantly brings a vanished world to breathtaking life again.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388190502l/348225.jpg,https://www.goodreads.com//book/show/348225.These_Is_My_Words
The Taming of the Shrew,William Shakespeare,"Renowned as Shakespeare's most boisterous comedy, The Taming of the Shrew is the tale of two young men, the hopeful Lucentio and the worldly Petruchio, and the two sisters they meet in Padua. Lucentio falls in love with Bianca, the apparently ideal younger daughter of the wealthy Baptista Minola. But before they can marry, Bianca's formidable elder sister, Katherine, must Renowned as Shakespeare's most boisterous comedy, The Taming of the Shrew is the tale of two young men, the hopeful Lucentio and the worldly Petruchio, and the two sisters they meet in Padua. Lucentio falls in love with Bianca, the apparently ideal younger daughter of the wealthy Baptista Minola. But before they can marry, Bianca's formidable elder sister, Katherine, must be wed. Petruchio, interested only in the huge dowry, arranges to marry Katherine -against her will- and enters into a battle of the sexes that has endured as one of Shakespeare's most enjoyable works.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327935253l/47021.jpg,https://www.goodreads.com//book/show/47021.The_Taming_of_the_Shrew
Winter,Marissa Meyer,"Princess Winter is admired for her grace, kindness and beauty, despite the scars on her face. She's said to be even more breath-taking than her stepmother, Queen Levana...When Winter develops feelings for the handsome palace guard, Jacin, she fears the evil Queen will crush their romance before it has a chance to begin.But there are stirrings against the Queen across the lPrincess Winter is admired for her grace, kindness and beauty, despite the scars on her face. She's said to be even more breath-taking than her stepmother, Queen Levana...When Winter develops feelings for the handsome palace guard, Jacin, she fears the evil Queen will crush their romance before it has a chance to begin.But there are stirrings against the Queen across the land. Together with the cyborg mechanic, Cinder, and her allies, Winter might even find the power to launch a revolution and win a war that's been raging for far too long.Can Cinder, Scarlet, Cress, and Winter claim their happily ever afters by defeating Levana once and for all?",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1470057036l/13206900._SY475_.jpg,https://www.goodreads.com//book/show/13206900-winter
Silas Marner,George Eliot,"George Eliot's tale of a solitary miser gradually redeemed by the joy of fatherhood, Silas Marner is edited with an introduction and notes by David Carroll in Penguin Classics.Wrongly accused of theft and exiled from a religious community many years before, the embittered weaver Silas Marner lives alone in Raveloe, living only for work and his precious hoard of money. But George Eliot's tale of a solitary miser gradually redeemed by the joy of fatherhood, Silas Marner is edited with an introduction and notes by David Carroll in Penguin Classics.Wrongly accused of theft and exiled from a religious community many years before, the embittered weaver Silas Marner lives alone in Raveloe, living only for work and his precious hoard of money. But when his money is stolen and an orphaned child finds her way into his house, Silas is given the chance to transform his life. His fate, and that of Eppie, the little girl he adopts, is entwined with Godfrey Cass, son of the village Squire, who, like Silas, is trapped by his past. Silas Marner, George Eliot's favourite of her novels, combines humour, rich symbolism and pointed social criticism to create an unsentimental but affectionate portrait of rural life.This text uses the Cabinet edition, revised by George Eliot in 1878. David Carroll's introduction is complemented by the original Penguin Classics edition introduction by Q.D. Leavis.Mary Ann Evans (1819-80) began her literary career as a translator, and later editor, of the Westminster Review. In 1857, she published Scenes of Clerical Life, the first of eight novels she would publish under the name of 'George Eliot', including The Mill on the Floss, Middlemarch, and Daniel Deronda.If you enjoyed Silas Marner, you might like Nathaniel Hawthorne's The Scarlet Letter, also available in Penguin Classics.'I think Silas Marner holds a higher place than any of the author's works. It is more nearly a masterpiece; it has more of that simple, rounded, consummate aspect ... which marks a classical work'Henry James",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347323528l/54539.jpg,https://www.goodreads.com//book/show/54539.Silas_Marner
The Drawing of the Three,Stephen King,"While pursuing his quest for the Dark Tower through a world that is a nightmarishly distorted mirror image of our own, Roland, the last gunslinger, encounters three mysterious doorways on the beach. Each one enters into the life of a different person living in contemporary New York. Here he links forces with the defiant young Eddie Dean and the beautiful, brilliant, and brWhile pursuing his quest for the Dark Tower through a world that is a nightmarishly distorted mirror image of our own, Roland, the last gunslinger, encounters three mysterious doorways on the beach. Each one enters into the life of a different person living in contemporary New York. Here he links forces with the defiant young Eddie Dean and the beautiful, brilliant, and brave Odetta Holmes, in a savage struggle against underworld evil and otherworldly enemies.Once again, Stephen King has masterfully interwoven dark, evocative fantasy and icy realism.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1370918050l/5094.jpg,https://www.goodreads.com//book/show/5094.The_Drawing_of_the_Three
Redwall,Brian Jacques,"A quest to recover a legendary lost weapon by bumbling young apprentice monk, mouse Matthias. Redwall Abbey, tranquil home to a community of peace-loving mice, is threatened by Cluny the Scourge savage bilge rat warlord and his battle-hardened horde. But the Redwall mice and their loyal woodland friends combine their courage and st",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327877368l/7996.jpg,https://www.goodreads.com//book/show/7996.Redwall
Wings,Aprilynne Pike,"Laurel was mesmerized, staring at the pale things with wide eyes. They were terrifyingly beautiful—too beautiful for words.Laurel turned to the mirror again, her eyes on the hovering petals that floated beside her head. They looked almost like wings.In this extraordinary tale of magic and intrigue, romance and danger, everything you thought you knew about faeries will be cLaurel was mesmerized, staring at the pale things with wide eyes. They were terrifyingly beautiful—too beautiful for words.Laurel turned to the mirror again, her eyes on the hovering petals that floated beside her head. They looked almost like wings.In this extraordinary tale of magic and intrigue, romance and danger, everything you thought you knew about faeries will be changed forever.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327983077l/5056084.jpg,https://www.goodreads.com//book/show/5056084-wings
The Rime of the Ancient Mariner,Samuel Taylor Coleridge,"The Rime of the Ancient Mariner (originally ""The Rime of the Ancyent Marinere"") is the longest major poem by the English poet Samuel Taylor Coleridge, written in 1797–98 and published in 1798 in the first edition of Lyrical Ballads. Modern editions use a later revised version printed in 1817 and featuring a gloss. Along with other poems in Lyrical Ballads, it was a signal The Rime of the Ancient Mariner (originally ""The Rime of the Ancyent Marinere"") is the longest major poem by the English poet Samuel Taylor Coleridge, written in 1797–98 and published in 1798 in the first edition of Lyrical Ballads. Modern editions use a later revised version printed in 1817 and featuring a gloss. Along with other poems in Lyrical Ballads, it was a signal shift to modern poetry and the beginning of British Romantic literature.It relates the events experienced by a mariner who has returned from a long sea voyage. The Mariner stops a man on his way to a wedding ceremony and begins to narrate a story. The Wedding-Guest's reaction turns from bemusement to impatience, fear, and fascination as the Mariner's story progresses, as can be seen in the language style: for example, the use of narrative techniques such as personification and repetition to create a sense of danger, or the supernatural, or serenity, depending on the mood each different part of the poem.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1436976206l/732562._SX318_.jpg,https://www.goodreads.com//book/show/732562.The_Rime_of_the_Ancient_Mariner
The Invisible Life of Addie LaRue,V.E. Schwab,"A Life No One Will Remember. A Story You Will Never Forget.France, 1714: in a moment of desperation, a young woman makes a Faustian bargain to live forever and is cursed to be forgotten by everyone she meets.Thus begins the extraordinary life of Addie LaRue, and a dazzling adventure that will play out across centuries and continents, across history and art, as a young womaA Life No One Will Remember. A Story You Will Never Forget.France, 1714: in a moment of desperation, a young woman makes a Faustian bargain to live forever and is cursed to be forgotten by everyone she meets.Thus begins the extraordinary life of Addie LaRue, and a dazzling adventure that will play out across centuries and continents, across history and art, as a young woman learns how far she will go to leave her mark on the world.But everything changes when, after nearly 300 years, Addie stumbles across a young man in a hidden bookstore and he remembers her name.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1584633432l/50623864.jpg,https://www.goodreads.com//book/show/50623864-the-invisible-life-of-addie-larue
The Far Pavilions,M.M. Kaye,"A magnificent romantic/historical/adventure novel set in India at the time of mutiny. The Far Pavilions is a story of 19th Century India, when the thin patina of English rule held down dangerously turbulent undercurrents. It is a story about and English man - Ashton Pelham-Martyn - brought up as a Hindu and his passionate, but dangerous love for an Indian princess. It's a A magnificent romantic/historical/adventure novel set in India at the time of mutiny. The Far Pavilions is a story of 19th Century India, when the thin patina of English rule held down dangerously turbulent undercurrents. It is a story about and English man - Ashton Pelham-Martyn - brought up as a Hindu and his passionate, but dangerous love for an Indian princess. It's a story of divided loyalties, of tender camaraderie, of greedy imperialism and of the clash between east and west. To the burning plains and snow-capped mountains of this great, humming continent, M.M. Kaye brings her quite exceptional gift of immediacy and meticulous historical accuracy, plus her insight into the human heart.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1403391799l/10222.jpg,https://www.goodreads.com//book/show/10222.The_Far_Pavilions
The Dispossessed,Ursula K. Le Guin,"Librarian note: Alternate cover edition of ISBN 9780061054884.Shevek, a brilliant physicist, decides to take action. He will seek answers, question the unquestionable, and attempt to tear down the walls of hatred that have isolated his planet of anarchists from the rest of the civilized universe. To do this dangerous task will mean giving up his family and possibly his lifLibrarian note: Alternate cover edition of ISBN 9780061054884.Shevek, a brilliant physicist, decides to take action. He will seek answers, question the unquestionable, and attempt to tear down the walls of hatred that have isolated his planet of anarchists from the rest of the civilized universe. To do this dangerous task will mean giving up his family and possibly his life—Shevek must make the unprecedented journey to the utopian mother planet, Urras, to challenge the complex structures of life and living, and ignite the fires of change.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1353467455l/13651.jpg,https://www.goodreads.com//book/show/13651.The_Dispossessed
We Have Always Lived in the Castle,Shirley Jackson,"My name is Mary Katherine Blackwood. I am eighteen years old, and I live with my sister Constance. I have often thought that with any luck at all I could have been born a werewolf, because the two middle fingers on both my hands are the same length, but I have had to be content with what I had. I dislike washing myself, and dogs, and noise, I like my sister Constance, and My name is Mary Katherine Blackwood. I am eighteen years old, and I live with my sister Constance. I have often thought that with any luck at all I could have been born a werewolf, because the two middle fingers on both my hands are the same length, but I have had to be content with what I had. I dislike washing myself, and dogs, and noise, I like my sister Constance, and Richard Plantagenet, and Amanita phalloides, the death-cap mushroom. Everyone else in my family is dead...",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1415357189l/89724.jpg,https://www.goodreads.com//book/show/89724.We_Have_Always_Lived_in_the_Castle
White Noise,Don DeLillo,"Part of the Penguin Orange Collection, a limited-run series of twelve influential and beloved American classics in a bold series design offering a modern take on the iconic Penguin paperback For the seventieth anniversary of Penguin Classics, the Penguin Orange Collection celebrates the heritage of Penguin’s iconic book design with twelve influential American literary clasPart of the Penguin Orange Collection, a limited-run series of twelve influential and beloved American classics in a bold series design offering a modern take on the iconic Penguin paperback For the seventieth anniversary of Penguin Classics, the Penguin Orange Collection celebrates the heritage of Penguin’s iconic book design with twelve influential American literary classics representing the breadth and diversity of the Penguin Classics library. These collectible editions are dressed in the iconic orange and white tri-band cover design, first created in 1935, while french flaps, high-quality paper, and striking cover illustrations provide the cutting-edge design treatment that is the signature of Penguin Classics Deluxe Editions today.White Noise Winner of the 1985 National Book Award, White Noise tells the story of Jack Gladney, his fourth wife, Babette, and their four ultramodern offspring, as they navigate the rocky passages of family life to the background babble of brand-name consumerism.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1476807953l/28251250._SY475_.jpg,https://www.goodreads.com//book/show/28251250-white-noise
Between Shades of Gray,Ruta Sepetys,"Lina is just like any other fifteen-year-old Lithuanian girl in 1941. She paints, she draws, she gets crushes on boys. Until one night when Soviet officers barge into her home, tearing her family from the comfortable life they've known. Separated from her father, forced onto a crowded and dirty train car, Lina, her mother, and her young brother slowly make their way north,Lina is just like any other fifteen-year-old Lithuanian girl in 1941. She paints, she draws, she gets crushes on boys. Until one night when Soviet officers barge into her home, tearing her family from the comfortable life they've known. Separated from her father, forced onto a crowded and dirty train car, Lina, her mother, and her young brother slowly make their way north, crossing the Arctic Circle, to a work camp in the coldest reaches of Siberia. Here they are forced, under Stalin's orders, to dig for beets and fight for their lives under the cruelest of conditions.Lina finds solace in her art, meticulously—and at great risk—documenting events by drawing, hoping these messages will make their way to her father's prison camp to let him know they are still alive. It is a long and harrowing journey, spanning years and covering 6,500 miles, but it is through incredible strength, love, and hope that Lina ultimately survives. Between Shades of Gray is a novel that will steal your breath and capture your heart.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327873479l/7824322.jpg,https://www.goodreads.com//book/show/7824322-between-shades-of-gray
Requiem for a Dream,Hubert Selby Jr.,"In Coney Island, Brooklyn, Sarah Goldfarb, a lonely widow, wants nothing more than to lose weight and appear on a television game show. She becomes addicted to diet pills in her obsessive quest, while her junkie son, Harry, along with his girlfriend, Marion, and his best friend, Tyrone, have devised an illicit shortcut to wealth and leisure by scoring a pound of uncut heroIn Coney Island, Brooklyn, Sarah Goldfarb, a lonely widow, wants nothing more than to lose weight and appear on a television game show. She becomes addicted to diet pills in her obsessive quest, while her junkie son, Harry, along with his girlfriend, Marion, and his best friend, Tyrone, have devised an illicit shortcut to wealth and leisure by scoring a pound of uncut heroin. Entranced by the gleaming visions of their futures, these four convince themselves that unexpected setbacks are only temporary. Even as their lives slowly deteriorate around them, they cling to their delusions and become utterly consumed in the spiral of drugs and addiction, refusing to see that they have instead created their own worst nightmares.""Selby's place is in the front rank of American novelists. HIs work has the power, the intimacy with suffering and morality, the honesty and moral urgency of Doestoevsky's. To understand Selby's work is to understand the anguish of America."" - The New York Times Book Review",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1353949849l/46945.jpg,https://www.goodreads.com//book/show/46945.Requiem_for_a_Dream
Disgrace,J.M. Coetzee,"Set in post-apartheid South Africa, J. M. Coetzee’s searing novel tells the story of David Lurie, a twice divorced, 52-year-old professor of communications and Romantic Poetry at Cape Technical University. Lurie believes he has created a comfortable, if somewhat passionless, life for himself. He lives within his financial and emotional means. Though his position at the uniSet in post-apartheid South Africa, J. M. Coetzee’s searing novel tells the story of David Lurie, a twice divorced, 52-year-old professor of communications and Romantic Poetry at Cape Technical University. Lurie believes he has created a comfortable, if somewhat passionless, life for himself. He lives within his financial and emotional means. Though his position at the university has been reduced, he teaches his classes dutifully; and while age has diminished his attractiveness, weekly visits to a prostitute satisfy his sexual needs. He considers himself happy. However, when Lurie seduces one of his students, he sets in motion a chain of events that will shatter his complacency and leave him utterly disgraced.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1385161943l/6192.jpg,https://www.goodreads.com//book/show/6192.Disgrace
"Finding Hope in the Darkness of Grief: Spiritual Insights Expressed Through Art, Poetry and Prose",Diamante Lavendar,"Written to honor Diamante's children in Heaven, Finding Hope In The Darkness Of Grief is a recipient of five awards to date for Poetry, Religion/Spirituality, Inspiration and Gift Book.This earthly plane offers much for us to learn: happiness, wisdom, loss, heartbreak, and enlightenment. It is a Pandoras box of emotions, situations, opportunities, and failures, all wrappedWritten to honor Diamante's children in Heaven, Finding Hope In The Darkness Of Grief is a recipient of five awards to date for Poetry, Religion/Spirituality, Inspiration and Gift Book.This earthly plane offers much for us to learn: happiness, wisdom, loss, heartbreak, and enlightenment. It is a Pandoras box of emotions, situations, opportunities, and failures, all wrapped into a package we call life. Nobody is immune, but everyone has the opportunity to grow tall or wither like a flower in harsh light. Its completely up to us how we choose to respond. Finding Hope in the Darkness of Grief is a gleaning of insights from artist Diamante Lavender. For her, life has been a long, difficult road, but it has taught many poignant lessons. Her poetry collection is an exploration of the human soul, a traversing of situations that life throws at us. Diamante has always been intrigued by the ability to overcome and move on to bigger and better things. She writes to encourage hope and possibility in those who read her stories. If she can help others heal, as she has, then Diamantes work as an author and artist will have been well spent. She believes that everyone should try to leave a positive mark on the world, to make it a better place for all. Writing is the way that she is attempting to leave her markone story at a time.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1529574245l/40593473.jpg,https://www.goodreads.com//book/show/40593473-finding-hope-in-the-darkness-of-grief
The Horse Whisperer,Nicholas Evans,"A forty-ton truck hurtles out of control on a snowy country road, a teenage girl on horseback in its path. In a few terrible seconds the life of a family is shattered. And a mother's quest beings - to save her maimed daughter and a horse driven mad by pain. It is an odyssey that will bring her to...THE HORSE WHISPERERHe is the stuff of legend. His voice can calm wild horseA forty-ton truck hurtles out of control on a snowy country road, a teenage girl on horseback in its path. In a few terrible seconds the life of a family is shattered. And a mother's quest beings - to save her maimed daughter and a horse driven mad by pain. It is an odyssey that will bring her to...THE HORSE WHISPERERHe is the stuff of legend. His voice can calm wild horses and his touch heal broken spirits. For secrets uttered softly into pricked and troubled ears, such men were once called Whisperers. Now Tom Booker, the inheritor of this ancient gift, is to meet his greatest challenge.Annie Graves has traveled across a continent with her daughter, Grace, and their wounded horse, Pilgrim, to the Booker ranch in Montana. Annie has risked everything - her career, her marriage, her comfortable life - in her desperate belief that the Whisperer can help them. The accident has turned Pilgrim savage. He is now so demented and dangerous that everyone says he should be destroyed. But Annie won't give up on him. For she feels his fate is inextricably entwined with that of he daughter, who has retreated into a heartrending, hostile silence. Annie knows that if the horse dies, something in Grace will die too.In the weeks to come, under the massive sky of the Rocky Mountain Front, all their lives - including Tom Booker's - will be transformed forever in a way none could have foretold. At once an epic love story and a gripping adventure, The Horse Whisperer weaves an extraordinary tale of healing and redemption - a magnificent emotional journey that explores our ancient bonds with earth and sky and hearts untamed. It is a stirring elegy to the power of belief and self-discovery, to hopes lost and found again.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320410310l/479415.jpg,https://www.goodreads.com//book/show/479415.The_Horse_Whisperer
All the Pretty Horses,Cormac McCarthy,"All the Pretty Horses tells of young John Grady Cole, the last of a long line of Texas ranchers. Across the border Mexico beckons—beautiful and desolate, rugged and cruelly civilized. With two companions, he sets off on an idyllic, sometimes comic adventure, to a place where dreams are paid for in",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1538659953l/469571._SY475_.jpg,https://www.goodreads.com//book/show/469571.All_the_Pretty_Horses
